URL,Title,Author,Abstract
https/academic.microsoft.com/#/detail/1996498845,"The voices of English women technical writers, 1641–1700: Imprints in the evolution of modern English prose style",Elizabeth Tebeaux,"
                            The first books and the first technical books published by English women during the 1475–1700 period can be useful in teaching students about the emergence of technical style or “plain style.”; If we examine the style of these women writers, long ignored by canonical studies, we can see that plain English existed before Bacon and received its impetus not from science, but from the utilitarian attitude that pervaded the 1475–1700 period. These women writers provide a microcosm for studying the rise of modern English prose and what we now call technical (or plain) style. They also provide an efficient way to expose students to early published works by women and their contribution to the history of technical writing. Examining style from such a perspective helps students see that technical communication was a prevalent kind of writing before Bacon and the Royal Society. Thus, technical communication—and the style of technical communication—studied from this unique historical perspective deepens students’ awa...
                        "
https/academic.microsoft.com/#/detail/1996976978,Interdisciplinarity and Bibliography in Rhetoric of Health and Medicine,Judy Z. Segal,"
                            This essay examines the current state of rhetoric of health and medicine as a subfield strongly dependent on interdisciplinary contributions. While some of the field's research comes from scholars trained in rhetorical history and theory, much of it consists of ""rhetorical"" commentary by nonrhetoricians in disciplines such as anthropology, sociology, psychology, philosophy, history, and cultural criticism. The author examines questions of the relation of rhetorical research to discourse research in other fields, and considers what might count, especially in graduate student training, as rhetorical study of health and medicine.
                        "
https/academic.microsoft.com/#/detail/1997406297,“Just Roll Your Mouse Over Me”: Designing Virtual Women for Customer Service on the Web,Sean Zdenek,"
                            This paper explores the growing popularity of animated software agents as a rapidly evolving technology for supporting website users and particularly the tendency among designers to figure them as young women. While designers claim that animated/personified interfaces are more intuitive and natural than the traditional point-and-click interfaces that users encounter, this paper aims to show how virtual humans can enact familiar scripts about women's work, circumscribe the range of possible roles and personalities for women, invoke service to others as the primary context for women's work, and objectify women through a not-so-subtle process of linking technology-as-tool to the idea that women are tools, fetishized instruments to be used in the service of accomplishing users' goals. In conclusion, this study develops our field's tools for critiquing technical communication texts and interfaces by focusing attention on the implications of how technologies for interacting with website users are designed.
                        "
https/academic.microsoft.com/#/detail/1997752993,"Domestic, Virtuous Women: Examining Women's Place in a Public Environmental Debate along Louisiana's Cancer Corridor",Angela Petit,"
                            Focusing on an environmental debate that took place in southeastern Louisiana, this study analyzes the experiences of several women who were identified as the debate's domestic, virtuous women: nurturing caretakers who entered public space to speak out as conservators of home and family. While acknowledging how powerful this public stance can be, this study also highlights the limitations of an identity that enables women to access political spheres traditionally closed to them but ultimately dismisses these voices when decisions about the environment must be made.
                        "
https/academic.microsoft.com/#/detail/1998334022,Content Management and the Separation of Presentation and Content,Dave Clark,"
                            The importance of separating presentation from content is taken as a given in many kinds of publishing, despite the fact that the notion of separation has received little critical scrutiny. I provide a closer look at the separation, first by providing contemporary and historical context, then by laying out key distinctions in the ways the separation argument is used in Web design versus Web content management versus full-featured content management systems (CMSs). I suggest that these distinctions are critical in how we should view the separation and the implications of the separation for the work of technical communicators.
                        "
https/academic.microsoft.com/#/detail/1999224680,"Making the connection: Desktop publishing, professional writing, and pro bono publico",Gary R. Hafer,"
                            Designing desktop publishing courses around a model of service familiar In the U.S.—the pro bono publico tradition of professional gratis service—would broaden students’ professional horizons in addition to meeting growing demands for service learning. Such courses would mate volunteerism with the democratic spirit of desktop publishing, a technological platform that provides a means for unrepresented voices to be heard and read. One community project is outlined.
                        "
https/academic.microsoft.com/#/detail/2000666287,A Longinian concept and methodology for technical communication,Jeff Todd,"
                            The rhetorician Longinus advises writers to “transport”; their readers by aligning the readers’ perspective with the writer's. The methods for transport are five “fountains”;: high thought, emotional appeals, figures of speech, notable language, and arrangement. This essay develops a Longinian concept and methodology for technical communication by comparing his ideas to current scholarship and then applying them to two technical texts. It shows how and why technical writers employ stylistic elements to achieve transport.
                        "
https/academic.microsoft.com/#/detail/2001093814,Reclaiming Rhetoric of Science and Technology: Knowing In and About the World,James H. Collier,"
                            Meta-cognitive work and consideration of relevant philosophical issues are widely recognized as vital for evolving fields of study. This article suggests that a number of common research practices (over-reliance on case studies and contextualization, in addition to the globalization of rhetoric) have delayed real contemplation of larger issues in RST. The author calls for closer scrutiny of philosophies underlying the practice of RST and a negotiation of social and philosophical vision for the discipline.
                        "
https/academic.microsoft.com/#/detail/2001505857,Rhetorically Structured Content: Developing a Collaborative Single-Sourcing Curriculum,Charlotte Robidoux,"
                            Structured writing is a method for developing categories of information that can be single sourced, or reused, for various contexts. Creating distinct structures—such as concepts, procedures, and examples—prepares content for the application of XML markup elements that describe each category. A content management system identifies these structural elements, which facilitates reuse and repurposing. Students seeking positions in organizations that single source information must become proficient in structured writing and in writing collaboratively.
                        "
https/academic.microsoft.com/#/detail/2002025059,"""I Knew There Was Something Wrong with That Paper"": Scientific Rhetorical Styles and Scientific Misunderstandings",Carol Reeves,"
                            This selection unpacks scientific prose and claim substantiation for Nobel Prize winner, Stan Prusiner, in the transmissible spongiform encephlopathies field (i.e., mad cow disease). Applying linguistic strategies such as M. A. K. Halliday's ""favorite clause type,"" the author examines argumentative strategies in dense scientific prose both in bold and cautious rhetorical styles and invented lexical changes in new scientific development.
                        "
https/academic.microsoft.com/#/detail/2003024388,Research and Consulting in Technical Communication,"Jacqueline S. Palmer, M. Jimmie Killingsworth","
                            Beginning with the premise that consultants occupy a strategic position for observing how research results are generated, applied, modified, or ignored in technical communication practice, this article reports on a project using interviews with seven successful consultants to gather insights into the creation and circulation of new knowledge in our field. The interviews revealed a surprising degree of uncertainty about the state of research in technical communication and the relationship of formal research to workplace experience.
                        "
https/academic.microsoft.com/#/detail/2003489391,Social Determinants of Preparing a Cyber-Infrastructure Innovation for Diffusion,"Barbara Mirel, Nicholas Johnson","
                            This study presents a case of asynchronous, collaborative problem solving aimed at readying a sophisticated distributed technology for large-scale diffusion. We analyzed e-mail transcripts of 30 technologists negotiating complex technical improvements necessary for wide-scale diffusion and found that the group's social interactions and discursive practices determined the improvements they were willing to realize. We detail these social dynamics and their effects on readying technologies for diffusion and argue that technology teams need to become more aware of diffusion as a social dynamic.
                        "
https/academic.microsoft.com/#/detail/2003653233,"Cars, Culture, and Tactical Technical Communication",Miles A. Kimball,"
                            This article examines two cases of technical documentation occurring outside of institutions. Using a framework derived from de Certeau's (1984) distinction between strategies and tactics and Johnson's (1998) concept of the user-as-producer, I analyze communities surrounding Muir's (1969) How to Keep Your Volkswagen Alive! A Manual of Step by Step Procedures for the Compleat Idiot and Champion's (2000) Build Your Own Sports Car for as Little as £250. These communities engage in tactical technical communication, especially in the form of technological narratives that participate in broader cultural narratives about technology.
                        "
https/academic.microsoft.com/#/detail/2004030352,Writing4practice in engineering courses: Implementation and assessment approaches,"Sibylle Gruber, Debra Larson, David Scott, Melvin Neville","
                            In this article, we analyze a two‐semester effort to integrate writing instruction into a multi‐disciplinary sophomore engineering design course in Northern Arizona University's College of Engineering and Technology. Specifically, we describe the programmatic implementation and assessment approach to evaluate whether student writing improved over the course of the semester. After discussing the reasons for taking a writing‐intensive approach to engineering, we analyze the results of a pre‐and post‐test administered over the span of an academic semester. Although the outcome of our assessment did not show significant improvement, we argue that writing instruction is important for increasing students’ overall learning skills. We conclude by pointing out several benefits and disadvantages of trying to assess writing improvement over two one‐semester periods.
                        "
https/academic.microsoft.com/#/detail/2004305338,Guest Editors' Introduction: Rationalizing and Rhetoricizing Content Management,"George Pullman, Baotong Gu","
                            While content management systems (CMSs) might be a new concept to many.people in our field, content management as a practice within our discipline is not; our field has been studying it and practicing it for years, though under different headings: single sourcing, knowledge management, and course management (such as in the form of WebCT and Blackboard). We started our work on this special issue with a rather ambitious mission-to bring together some diverse perspectives on content management and CMSs, to both theorize and operationalize the content management practice, and to rationalize our participation in the broad domain of content management discourse. Grounded on the premise that technical communication requires information and knowledge management, this special issue is one of the first systematic and deliberate attempts to extend our perspectives, both theoretical and practical, about technical communication from the relatively static sphere of document design to the more dynamic horizon of content (information/knowledge) management.
                        "
https/academic.microsoft.com/#/detail/2004551502,Sketching a Framework for Graduate Education in Technical Communication.,"Johndan Johnson-Eilola, Stuart A. Selber","
                            Graduate education in technical communication should provide students with an expansive view of the field. Toward that end, we offer a three-dimensional framework that represents technical communication as a robust, diverse, complex whole. Although the framework aims towards coherence, it embraces contradiction. That is, the framework represents a totality but does not purport to be the only possible representation. Key to the framework is our belief that the gap between theory and practice can actually be productive. Almost all binaries encourage overly simplistic understandings. But we should not allow the goal of remediating the binary to close off the important tensions that can allow the field to advance. This very gap is actually one of the few sites in which new ideas and approaches can be forged.
                        "
https/academic.microsoft.com/#/detail/2004729658,Interdisciplinary communication in a literature and medicine course: Personalizing the discourse of medicine,Kathleen Welch,"
                            To provide modest insight into whether or not reading literature helps medical students communicate more effectively in the physician‐patient encounter, I conducted an ethnographic study of medical students taking a required three‐hour literature and medicine course. This article will demonstrate that although these medical students were embedded in the discourse of medicine, reflective writing enabled them to conceive medicine as an interpretive, personal, and idiosyncratic activity rather than as a stagnant diagnosis‐based process.
                        "
https/academic.microsoft.com/#/detail/2004922530,From Page to Stage: How Theories of Genre and Situated Learning Help Introduce Engineering Students to Discipline-Specific Communication,"Natasha Artemeva, Susan Logie, Jennie St-Martin","
                            This article describes a discipline‐specific communication course for engineering students offered by a Canadian university. The pedagogy of this course is based on North American theories of genre and theories of situated learning. In keeping with these theories, the course provides a context in which students acquire rhetorical skills and strategies necessary to integrate into a discipline‐specific discourse community. The authors argue that such a pedagogical approach can be used to design communication courses tailored to the needs of any discipline if the following three key conditions are met: assignments are connected to subject matter courses, a dialogic environment is provided, and the nature of assignments allows students to build on their learning experiences in the course.
                        "
https/academic.microsoft.com/#/detail/2005087577,Back to Basics: An Apology for Economism in Technical Writing Scholarship,Mark Garrett Longaker,"
                            An economistic version of cultural studies is important to technical writing scholarship presently because capitalism's broad trends find manifestation in and are affected by local practices like scientific and professional communication. By examining their own field against the backdrop of macroeconomic eras and pressures, technical writing theorists can obtain a better understanding of the sociocultural context in which their discipline is situated, and they can better map methods of effective political action for technical communicators.
                        "
https/academic.microsoft.com/#/detail/2005813156,"Revaluing Women's Work: Report Writing in the North Carolina Canning Clubs, 1912-1916",Cynthia R. Haller,"
                            This article explores how an understanding of the nature and purposes of reports may help women gain recognition for their accomplishments, both in conventional business settings and within feminized professions and spheres of activity. A case study of report writing in the North Carolina Canning Clubs (1912-1916) illustrates how reports of work can provide a vehicle for elevating the perceived value of women's work. Since reports also inscribe authorial identity, however, women—indeed all report writers—must consider the ethical implications of their reports.
                        "
https/academic.microsoft.com/#/detail/2006067031,Toward a Feminist Historiography of Technical Communication.,John F. Flynn,"
                            The essays published in this special issue of TCQ are contextualited within historiographical traditions of inquiry in the western history of science and technology.
                        "
https/academic.microsoft.com/#/detail/2006950284,Revisioning the Origin: Tracing Inventional Agency Through Genetic Inquiry,"John Angus Campbell, Ryan K. Clark","
                            The authors respond to the charge that reading for intentionality necessarily leads critics into a naive conception of agency. They argue for methods that hold authors, texts, and audiences in productive tension. Genetic criticism is offered as a perspective in which the author may be integrated within this tension. Using Di Gregorio and Gill's study of Darwin's marginalia and Campbell's examination of Darwin's notebooks, the authors apply genetic criticism to Darwin's writings to demonstrate that intentionalist readings offer scholars a useful critical resource.
                        "
https/academic.microsoft.com/#/detail/2007438773,The issue of quality in professional documentation: How can academia make more of a difference?,Rachel Spilka,"
                            This article recommends strategies academics can use to contribute to an issue of great interest in industry: how best to define, measure, and achieve quality documentation. These strategies include contextualizing quality definitions, advocating the use of multiple quality measures, conducting research to identify specific heuristics for defining and measuring quality in particular workplace contexts, and partnering with industry to educate upper management about those heuristics and the benefits of promoting technical communicators to the strategic role of organizational “gatekeepers of quality.”
                        "
https/academic.microsoft.com/#/detail/2008508585,Keeping Users at the Center: Developing a Multimedia Interface for Informed Consent,"Loel Kim, Amanda J. Young, Robert A. Neimeyer, Justin N. Baker, Raymond C. Barfield","
                            Viewing “informing” as a process to protect patients and support autonomy, we undertook a user-centered design process to develop online support for informed consent in pediatric Phase I research trials. Challenges included (a) delivering accurate information to people unfamiliar with medical terminology; (b) delivering this information humanely under time constraints and heightened emotions; (c) allowing users control over the information, while ensuring availability of legally required information. We addressed these challenges through analyses of audience, task, and information design.
                        "
https/academic.microsoft.com/#/detail/2008758418,Emergent Feminist Technical Communication.,Elizabeth A. Flynn,"
                            The feminist approaches to technical communication that have emerged recently are largely liberal feminist or radical feminist in orientation. Liberal feminism arises out of the eighteenth-century Enlightenment and emphasizes equality and rights. It sees that women's opportunities to develop their intellects and talents and participate freely in the world of men have been thwarted by discriminatory practices. Radical feminism, in contrast, emphasizes differences between women and men, the limitations of patriarchal culture, and the characteristics of women's ways of communicating and knowing. The essays included in this issue, while multidimensional, primarily exhibit characteristics of both liberal and radical feminism.
                        "
https/academic.microsoft.com/#/detail/2010122206,Light Writing: Technology Transfer and Photography to 1845,Gregory A. Wickliff,"
                            This article reviews the history of photography to 1845 in France, England, and the United States, emphasizing roles of collaboration, legal protection, and training in the development and transfer of the technologies of the heliograph, physautotype, daguerreotype, and calotype. It argues that early innovative work in photography was motivated by plural desires: to photo-illustrate printed publications, to capture scenes from nature, to render human portraiture, and to investigate scientific theories of radiation.
                        "
https/academic.microsoft.com/#/detail/2010709973,Radioactive Waste and Technical Doubts: Genre and Environmental Opposition to Nuclear Waste Sites,Denise Tillery,"
                            This article argues that fact sheets produced by environmental activists in response to proposed nuclear waste repositories constitute a new genre of scientific rhetoric. By analyzing the rhetorical features of these texts, including the simultaneous reliance on and distrust of scientific evidence, this article demonstrates how effective environmental activists' texts can be, in spite of the constraints and pressures of their rhetorical situation.
                        "
https/academic.microsoft.com/#/detail/2011640162,Critical Engagement with Technology in the Computer Classroom,Michael J. Salvo,"
                            This article proposes a model for critically engaging technology in technical communication graduate curricula. While computers and writing studies concentrates on academic writing, the development of the field provides a model for engaging technological issues in professional and classroom contexts. Technical communicators have an ethical as well as intellectual responsibility to engage the interface between technology and culture. This article describes one example, a graduate class in information architecture, as a model for engaging the nexus of literacy, technology, and culture.
                        "
https/academic.microsoft.com/#/detail/2012125982,Writing through Science,Jack Bushnell,"
                            This article explores the introduction of science writing into the undergraduate classroom. By asking students to write about science for popular audiences, teachers can illuminate the social and cultural aspects of science that are often lost in the complex prose of scientists writing to their peers. Not much has been written about the place of science writing in technical writing classrooms, though some articles focus on the process of training students to be science staff writers for a newspaper or magazine. But teaching science writing goes beyond professionalization. It has to do with a poetics of science that heightens and enhances our appreciation of the world around us.
                        "
https/academic.microsoft.com/#/detail/2012288524,Habit Formation and Story Telling: A Theory for Guiding Ethical Action,"Dale L. Sullivan, Michael S. Martin","
                            This article proposes retrospective narrative justifications combined with classical concepts of habit formation as a theory of ethics appropriate for practicing technical communicators. To explicate the theory, the article draws on Alasdair Maclntyre's ethical theory, which involves habit formation and narrative theory; on apologia and account-giving theory; and on traditional ethical stances, such as the teleological and deontological doctrines. Special attention is given to the ends-means relationship and the tension between individual and corporate identity in technical communication environments.
                        "
https/academic.microsoft.com/#/detail/2012740084,Researching Telemedicine: Capturing Complex Clinical Interactions with a Simple Interface Design,"Barbara Mirel, Ellen Barton, Mark Ackerman","
                            Telemedicine has been shown to be an effective means of managing follow-up care in chronic diseases such as depression. Exactly why telemedicine calls work, however, remains largely unknown because there are no adequate research tools to describe the complex communicative interactions in these encounters. We report here an ongoing project to investigate the efficacy of telemedicine in depression care, arguing that technical communication specialists have unique contributions to make to this kind of research.
                        "
https/academic.microsoft.com/#/detail/2012883580,Environmental Policy Making and the Report Genre,Carolyn D. Rude,"
                            This article analyzes two reports on energy policy by the Union of Concerned Scientists. The reports, though based on scientific inquiry, present rhetorical arguments that aim to influence future action. The reports are strategic tools for advocacy and action and are planned with an idea of their use in the field. Science and the reports serve the interests of social responsibility.
                        "
https/academic.microsoft.com/#/detail/2013017209,A Hybrid Analytical Framework to Guide Studies of Innovative IT Adoption by Work Groups,David Dayton,"
                            This article presents a framework for analyzing innovative information technology adoption by organizational work groups. Concepts from three distinct theories (adoption and diffusion theory, cultural-historical activity theory, and the social construction of technology) are modified and integrated to form a hybrid, layered framework, which is then applied to a specific case to demonstrate the advantages for guiding research and analysis. The illustrative case presents the experience of a small work group in a high-technology company that implemented single-source content management.
                        "
https/academic.microsoft.com/#/detail/2013280183,Corporate image and the establishment of Euro Disney: Mickey mouse and the French press,Janis Forman,"
                            Drawing upon publications in the French press, this article considers three interweaving themes that characterized the construction of the Euro Disney park. It then offers an analysis of the historical context for and the implications of the park's construction, using the literature of French cultural studies and cross‐cultural studies for support. It concludes with a discussion of the possible consequences to the company of Disney's negative image in the French press.
                        "
https/academic.microsoft.com/#/detail/2013822285,‘Aristotle's pharmacy’: The medical rhetoric of a clinical protocol in the drug development process,"Heather D. Bell, Kathleen A. Walch, Steven B. Katz","
                            This article analyzes the clinical protocol within the rhetorical framework of the drug development and approval process, identifying the constraints under which the protocol is written and the rhetorical form, argumentative strategies, and style needed to improve and teach the writing of this document.
                        "
https/academic.microsoft.com/#/detail/2016486981,The Technical Editor and Document Databases: What the Future May Hold,Michael J. Albers,"
                            Technical editors ensure a document communicates with the reader. With XML, active server pages, and dynamic document creation, Web pages are no longer simple hand‐crafted text objects, but dynamic groupings of text assembled moments before the reader views the page. With dynamic documents, high‐level editing tasks will be, at best, vaguely defined during text creation. To maximize the information content, future technical editors require tighter control over information consistency and content.
                        "
https/academic.microsoft.com/#/detail/2016643488,Technical Rhetoricians and the Art of Configuring Images,Carlos Salinas,"
                            Advances in computing technologies, growth of business involvement on the Web, and our culture's affinity for image-intensive communication have forced technical communicators to become more involved with making and using a wide variety of images in their compositions. Too often our theories about how to write and read images are limited to a functional view, which stresses objectivity, ignores interpretation, and sees design as preset layout formulae. Combining current graphic design theory with rhetoric's understanding of techne, I argue for a configural view of images that stresses their artificiality and cultural significance and articulates design in strategic terms.
                        "
https/academic.microsoft.com/#/detail/2016935537,Genetics Interfaces: Representing Science and Enacting Public Discourse in Online Spaces,"Michelle Sidler, Natasha Jones","
                            This article analyzes the Web interfaces of two well-known national civic action groups, both related to genetics research: the Genetic Alliance and the Innocence Project. These two sites are excellent examples of interface design and information retrieval, and they also attempt to translate complex science to the general public, even those traditionally most underrepresented and marginalized by the complexities of science and technology. The Genetic Alliance and Innocence Project provide excellent case studies for technical communication courses about the necessity to marry factual scientific knowledge with cultural and emotional rhetorics while providing an interface for multiple stakeholders in public policy change.
                        "
https/academic.microsoft.com/#/detail/2017440389,Investitures of Power: Portraits of Professional Women.,Carol David,"
                            As women take part in the workforce in greater numbers and in higher positions, they need representation in visual images that will signify their achievements. Because portraits of women have for centuries highlighted their beauty and passivity, the poses, expressions, and props chosen in the past elicit similar readings in current professional women's photographs, readings in opposition to the typical power and authority awarded to male portraits. Women's portrait features may signify a more friendly and open personality than the formal male portrait shows and often represent women's interests and professional affiliations. Currently working women choose a wide variety of poses and props, and cultural readings of the features of portraits have begun to change. A trend towards more informal poses has allowed men's and women's portraits to use some of the same features. Communicators can help to change the conventionalized readings of women's portraits through careful document design that highlights women ...
                        "
https/academic.microsoft.com/#/detail/2017726351,Selection of Technical Communication Concepts for Integration into an Accounting Information Systems Course: A WAC Case Study,"Ulric J. Gelinas, D. V. Rama, Terrance M. Skelton","
                            A project in writing-across-the curriculum was launched within a nationally ranked baccalaureate degree program in accountancy at a Boston area college. The project team, which comprised faculty from accountancy and technical communication, attempted to integrate technical communication skills, principally writing, into an accounting information systems course. To improve student writing in this way, the team had to determine what kinds of writing activities would successfully introduce accounting students to the discourse of their profession, and had to select, from all the communication skills that might be taught, only those that should be taught to complement the specialized content of the accounting information systems course. The team's collaborative process produced three critical planning decisions that greatly simplified the integration: 1) establishing Joseph Juran's TQM notion of fitness-for-use for evaluating the quality of student communications; 2) selecting only those forms of communication...
                        "
https/academic.microsoft.com/#/detail/2018660226,Writing Toward Readers' Better Health: A Case Study Examining the Development of Online Health Information,Russell Willerton,"
                            Each year, more people search the Internet for health information. Through a case study conducted at a prominent health-information company, I will show that technical communicators are well-suited to contribute to the development of online health information. Like other technical communicators, online health-information developers must make rhetorical choices based on audience needs, function within specific social contexts, and work through challenges of writing, editing, and project management.
                        "
https/academic.microsoft.com/#/detail/2019069308,Electronic Databases for Technical and Professional Communication Research,Elizabeth Overman Smith,"
                            Electronic databases provide access to resources in business, communication, education, applied science and technology, and the social sciences. This article identifies the databases that monitor the journals most frequently cited by technical and professional communication researchers.
                        "
https/academic.microsoft.com/#/detail/2019480186,The Representation of Leisure in Corporate Publicity Material: The Case of a Finnish Pine Construction Company.,Hilkka M. Yli‐Jokipii,"
                            A common genre of corporate promotional materials in Finland is a video that introduces a company to various audiences, including customers, shareholders, and visitors to the company's offices. The video uses visuals, sounds, and text to establish the company's identity and credibility as well as informing the audience about company products. The video appeals to deep‐seated cultural values to promote its message. This study applied theories of both advertising and semiotics to analyze the first minute of a video produced for a Finnish company that manufactures log buildings and wraps its image around a concept of leisure.
                        "
https/academic.microsoft.com/#/detail/2019619819,Visual Communication in the Workplace: A Survey of Practice,Eva Brumberger,"
                            This article reports the results of a survey of professional writers about the nature and importance of visual communication in their work. The results confirm the suggestions in the field's literature that visual communication is important to workplace practice and that the role of the professional writer has expanded beyond the domain of the verbal. Visual communication responsibilities are complex and varied, but the practitioners surveyed typically engage in substantial amounts of design-related work and value visual communication abilities. The data suggest that visual communication should be a curricular priority in professional writing programs.
                        "
https/academic.microsoft.com/#/detail/2020130521,The CCCC Outstanding Dissertation Award in Technical Communication: A Retrospective Analysis,Stuart A. Selber,"
                            This article presents the history, purposes, outcomes, and significance of the CCCC Outstanding Dissertation Award in Technical Communication during its first five years. It analyzes the topical areas and research methods of the 34 dissertations nominated for the award from 1999 to 2003, as well as the evaluations of the judges. Methods of the nominated dissertations are interpretive (41%) and empirical (59%), but many dissertations combine methods. In the empirical category, qualitative methods (17) outnumber quantitative methods (3). The most frequent topical areas are workplace practice (8), rhetoric of the disciplines (7), and information design (6). Topics that are not widely investigated include issues of race and class and international communication.
                        "
https/academic.microsoft.com/#/detail/2020207631,More than a Knack: Techne & Teaching Technical Communication,James M. Dubinsky,"
                            Teacher preparation is often ignored. Unfortunately, the result is often formulaic or prescriptive teaching that leaves students unprepared for the complex situations they will encounter in the workplace. In this article, I argue for a more deliberate emphasis on teacher training by reinvigorating techne as a concept that is far more than instrumental or prescriptive. If we prepare prospective teachers to master the fechne of teaching, we encourage them to become user-centered, reflective practitioners who understand the critical need for situational uses of knowledge.
                        "
https/academic.microsoft.com/#/detail/2020248354,"Serpents and Sheep: The Harriman Expedition, Alaska, and the Metaphoric Reconstruction of American Wilderness",Kaye Adkins,"
                            This article examines one mechanism for the radical change in public perception of wilderness. The published papers of the Harriman Expedition, a scientific expedition at the end of the nineteenth century, are used to illustrate a process that I call ""metaphoric reconstruction."" I argue that conceptual metaphors are one of the tools through which texts and rhetorical contexts can be mutually transformative.
                        "
https/academic.microsoft.com/#/detail/2020974477,"Masters, Slaves, and Infant Mortality: Language Challenges for Technical Editing.","Heather Brodie Graves, Roger Graves","
                            In this article we explore how some contemporary language usage presents challenges for technical editing. Drawing on scholarship in the rhetoric of science and in critical linguistics, we argue that language does affect our perception of reality. Consequently, the language used in some technical documents needs to be reconsidered or even challenged by technical editors. Present textbooks on technical editing do not directly confront this issue, though some scholars have begun to challenge the use of terms such as “studgun.”; We conclude by demonstrating how a critical analysis of metaphors in everyday technical documents would help students question these language choices and draw attention to the consequences of using them.
                        "
https/academic.microsoft.com/#/detail/2021160144,Technical Communication Teachers as Mentors in the Classroom: Extending an Invitation to Students,"Beverly B. Zimmerman, Danette Paul","
                            In this article, we argue that mentoring of technical communication students must occur within the classroom. In our survey of students, we found that most students felt they had not been mentored. In our ethnography, we found that although students could define the term “mentor”, many were conflicted about its value. This confusion made students less likely to seek out or recognize mentoring opportunities. Students recognized mentoring practices that teachers implemented; however, they did not necessarily identify those practices as “mentoring”. We conclude that confusion arose from students' ambiguous views about mentoring and the lack of standard mentoring practices in the humanities. Therefore, teachers who intend to mentor in the classroom must (a) be more explicit in implementing elements that distinguish mentoring from teaching (e.g., intent and involvement), (b) extend an invitation to students to be mentored, and (c) help students develop a professional identity.
                        "
https/academic.microsoft.com/#/detail/2021336491,Experimenting at Home: Writing for the Nineteenth-Century Domestic Workplace.,Gail Lippincott,"
                            This article examines selected texts by Ellen Swallow Richards, a nineteenth-century scientist who wrote for a variety of audiences. Her audience awareness anticipates modem technical communication practices and alerts us to examine gender, class, and other social issues in historical documents as well as current pragmatic discourse.
                        "
https/academic.microsoft.com/#/detail/2021625738,"Usable Pedagogies: Usability, Rhetoric, and Sociocultural Pedagogy in the Technical Writing Classroom",Stephen Schneider,"
                            This article explores the ways that the discourse of usability might support a socially oriented pedagogy within technical communication. Specifically, it explores two approaches to usability—user-centered design and distributed usability—and suggests that the conversation between these approaches can ground socially responsive discussions of technology and technical communication. As such, the discourse of usability provides a field-specific means to address increasing calls for socially situated pedagogies within the field of technical communication.
                        "
https/academic.microsoft.com/#/detail/2022634506,Ernst Haeckel's ControversiaI Visual Rhetoric,Paul Dombrowski,"
                            Ernst Haeckel was a fascinating German scientist, philosopher, and advocate of social Darwinism who sought to reinvent science as the basis of all knowledge and best guide for human activities. His monistic and vitalistic philosophy of science influenced later German holistic science and Nazi pseudo-science. Recent research reveals several of his most famous illustrations, of embryos of various animals and that are still published today, to be incorrect and probably knowingly so. The complex rhetorical connection between theory and visual support is revealed, as creationist critics contend that the falsity of the visuals implies the refutation of evolution. We see that our decisions made in crafting illustrations carry serious rhetorical and ethical implications for various audiences.
                        "
https/academic.microsoft.com/#/detail/2023513002,A Laboratory in Citizenship: Service Learning in the Technical Communication Classroom,"David Alan Sapp, Robbin D. Crabtree","
                            This article presents an argument for and offers illustrations of service learning in technical communication courses and curricula. Alongside traditional internships that prepare students as future employees, service learning provides students with an education in engaged citizenship. This article reviews service-learning literature, discussing specifically the advantages of projects to students, faculty, and the community. The authors also describe three projects in which instructors and students integrated service learning and technical communication in innovative ways.
                        "
https/academic.microsoft.com/#/detail/2024201321,Feminizing the professional: The government reports of Flora Annie Steel,Rebecca J. Sutcliffe,"
                            Despite being raised in a culture that denied her access to formal education and employment, Flora Annie Steel became an Inspector of Female Schools in the Punjab, India, in 1884. Her inspection reports for the occupying British government of India are the focus of this study, which examines texts within the context of British imperialism and late‐nineteenth century report conventions. The study concludes 1) that cultural expectations for women in imperialism influenced Steel's response to the genre and 2) that the report genre may have been fluid within imperialism, crossing boundaries between professional and government writing pertaining today. The study suggests that, historically, we need to study these genres of writing from the perspective of economic and political expansion as genres of imperialism.
                        "
